row_idx,model,technique,video,crime_type
436.0,Claude,Zero-Shot,Robbery028_x264,Robbery
437.0,Claude,Zero-Shot,Robbery029_x264,Robbery
438.0,Claude,Zero-Shot,Robbery030_x264,Robbery
439.0,Claude,Zero-Shot,Robbery031_x264,Robbery
440.0,Claude,Zero-Shot,Robbery032_x264,Robbery
441.0,Claude,Zero-Shot,Robbery033_x264,Robbery
442.0,Claude,Zero-Shot,Robbery034_x264,Robbery
443.0,Claude,Zero-Shot,Robbery035_x264,Robbery
444.0,Claude,Zero-Shot,Robbery036_x264,Robbery
445.0,Claude,Zero-Shot,Robbery037_x264,Robbery
446.0,Claude,Zero-Shot,Robbery038_x264,Robbery
447.0,Claude,Zero-Shot,Robbery039_x264,Robbery
448.0,Claude,Zero-Shot,Robbery040_x264,Robbery
449.0,Claude,Zero-Shot,Robbery041_x264,Robbery
450.0,Claude,Zero-Shot,Robbery042_x264,Robbery
451.0,Claude,Zero-Shot,Robbery043_x264,Robbery
452.0,Claude,Zero-Shot,Robbery044_x264,Robbery
453.0,Claude,Zero-Shot,Robbery045_x264,Robbery
454.0,Claude,Zero-Shot,Robbery046_x264,Robbery
455.0,Claude,Zero-Shot,Robbery047_x264,Robbery
456.0,Claude,Zero-Shot,Robbery048_x264,Robbery
457.0,Claude,Zero-Shot,Robbery049_x264,Robbery
458.0,Claude,Zero-Shot,Robbery050_x264,Robbery
459.0,Claude,Zero-Shot,Robbery051_x264,Robbery
460.0,Claude,Zero-Shot,Robbery052_x264,Robbery
461.0,Claude,Zero-Shot,Robbery053_x264,Robbery
462.0,Claude,Zero-Shot,Robbery054_x264,Robbery
463.0,Claude,Zero-Shot,Robbery055_x264,Robbery
464.0,Claude,Zero-Shot,Robbery056_x264,Robbery
465.0,Claude,Zero-Shot,Robbery057_x264,Robbery
466.0,Claude,Zero-Shot,Robbery058_x264,Robbery
467.0,Claude,Zero-Shot,Robbery059_x264,Robbery
468.0,Claude,Zero-Shot,Robbery060_x264,Robbery
469.0,Claude,Zero-Shot,Robbery061_x264,Robbery
470.0,Claude,Zero-Shot,Robbery062_x264,Robbery
471.0,Claude,Zero-Shot,Robbery063_x264,Robbery
472.0,Claude,Zero-Shot,Robbery064_x264,Robbery
473.0,Claude,Zero-Shot,Robbery065_x264,Robbery
474.0,Claude,Zero-Shot,Robbery066_x264,Robbery
475.0,Claude,Zero-Shot,Robbery067_x264,Robbery
476.0,Claude,Zero-Shot,Robbery068_x264,Robbery
477.0,Claude,Zero-Shot,Robbery069_x264,Robbery
478.0,Claude,Zero-Shot,Robbery070_x264,Robbery
479.0,Claude,Zero-Shot,Robbery071_x264,Robbery
480.0,Claude,Zero-Shot,Robbery072_x264,Robbery
481.0,Claude,Zero-Shot,Robbery073_x264,Robbery
482.0,Claude,Zero-Shot,Robbery074_x264,Robbery
483.0,Claude,Zero-Shot,Robbery075_x264,Robbery
484.0,Claude,Zero-Shot,Robbery076_x264,Robbery
485.0,Claude,Zero-Shot,Robbery077_x264,Robbery
486.0,Claude,Zero-Shot,Robbery078_x264,Robbery
487.0,Claude,Zero-Shot,Robbery079_x264,Robbery
488.0,Claude,Zero-Shot,Robbery080_x264,Robbery
489.0,Claude,Zero-Shot,Robbery081_x264,Robbery
490.0,Claude,Zero-Shot,Robbery082_x264,Robbery
491.0,Claude,Zero-Shot,Robbery083_x264,Robbery
492.0,Claude,Zero-Shot,Robbery084_x264,Robbery
493.0,Claude,Zero-Shot,Robbery085_x264,Robbery
494.0,Claude,Zero-Shot,Robbery086_x264,Robbery
495.0,Claude,Zero-Shot,Robbery087_x264,Robbery
496.0,Claude,Zero-Shot,Robbery088_x264,Robbery
497.0,Claude,Zero-Shot,Robbery089_x264,Robbery
498.0,Claude,Zero-Shot,Robbery090_x264,Robbery
499.0,Claude,Zero-Shot,Robbery091_x264,Robbery
500.0,Claude,Zero-Shot,Robbery092_x264,Robbery
501.0,Claude,Zero-Shot,Robbery093_x264,Robbery
502.0,Claude,Zero-Shot,Robbery094_x264,Robbery
503.0,Claude,Zero-Shot,Robbery095_x264,Robbery
504.0,Claude,Zero-Shot,Robbery096_x264,Robbery
505.0,Claude,Zero-Shot,Robbery097_x264,Robbery
506.0,Claude,Zero-Shot,Robbery098_x264,Robbery
507.0,Claude,Zero-Shot,Robbery099_x264,Robbery
508.0,Claude,Zero-Shot,Robbery100_x264,Robbery
509.0,Claude,Zero-Shot,Robbery101_x264,Robbery
510.0,Claude,Zero-Shot,Robbery102_x264,Robbery
511.0,Claude,Zero-Shot,Robbery103_x264,Robbery
512.0,Claude,Zero-Shot,Robbery104_x264,Robbery
513.0,Claude,Zero-Shot,Robbery105_x264,Robbery
514.0,Claude,Zero-Shot,Robbery106_x264,Robbery
515.0,Claude,Zero-Shot,Robbery107_x264,Robbery
516.0,Claude,Zero-Shot,Robbery108_x264,Robbery
517.0,Claude,Zero-Shot,Robbery109_x264,Robbery
518.0,Claude,Zero-Shot,Robbery110_x264,Robbery
519.0,Claude,Zero-Shot,Robbery111_x264,Robbery
520.0,Claude,Zero-Shot,Robbery112_x264,Robbery
521.0,Claude,Zero-Shot,Robbery113_x264,Robbery
522.0,Claude,Zero-Shot,Robbery114_x264,Robbery
523.0,Claude,Zero-Shot,Robbery115_x264,Robbery
524.0,Claude,Zero-Shot,Robbery116_x264,Robbery
525.0,Claude,Zero-Shot,Robbery117_x264,Robbery
526.0,Claude,Zero-Shot,Robbery118_x264,Robbery
527.0,Claude,Zero-Shot,Robbery119_x264,Robbery
528.0,Claude,Zero-Shot,Robbery120_x264,Robbery
529.0,Claude,Zero-Shot,Robbery121_x264,Robbery
530.0,Claude,Zero-Shot,Robbery122_x264,Robbery
531.0,Claude,Zero-Shot,Robbery123_x264,Robbery
532.0,Claude,Zero-Shot,Robbery124_x264,Robbery
533.0,Claude,Zero-Shot,Robbery125_x264,Robbery
534.0,Claude,Zero-Shot,Robbery126_x264,Robbery
535.0,Claude,Zero-Shot,Robbery127_x264,Robbery
536.0,Claude,Zero-Shot,Robbery128_x264,Robbery
537.0,Claude,Zero-Shot,Robbery129_x264,Robbery
538.0,Claude,Zero-Shot,Robbery130_x264,Robbery
539.0,Claude,Zero-Shot,Robbery131_x264,Robbery
540.0,Claude,Zero-Shot,Robbery132_x264,Robbery
541.0,Claude,Zero-Shot,Robbery133_x264,Robbery
542.0,Claude,Zero-Shot,Robbery134_x264,Robbery
543.0,Claude,Zero-Shot,Robbery135_x264,Robbery
544.0,Claude,Zero-Shot,Robbery136_x264,Robbery
545.0,Claude,Zero-Shot,Robbery137_x264,Robbery
546.0,Claude,Zero-Shot,Robbery138_x264,Robbery
547.0,Claude,Zero-Shot,Robbery140_x264,Robbery
548.0,Claude,Zero-Shot,Robbery141_x264,Robbery
549.0,Claude,Zero-Shot,Robbery142_x264,Robbery
550.0,Claude,Zero-Shot,Robbery143_x264,Robbery
551.0,Claude,Zero-Shot,Robbery144_x264,Robbery
552.0,Claude,Zero-Shot,Robbery145_x264,Robbery
553.0,Claude,Zero-Shot,Robbery146_x264,Robbery
554.0,Claude,Zero-Shot,Robbery147_x264,Robbery
555.0,Claude,Zero-Shot,Robbery148_x264,Robbery
556.0,Claude,Zero-Shot,Robbery149_x264,Robbery
557.0,Claude,Zero-Shot,Robbery150_x264,Robbery
558.0,Claude,Zero-Shot,Shooting001_x264,Shooting
559.0,Claude,Zero-Shot,Shooting002_x264,Shooting
560.0,Claude,Zero-Shot,Shooting003_x264,Shooting
561.0,Claude,Zero-Shot,Shooting004_x264,Shooting
562.0,Claude,Zero-Shot,Shooting005_x264,Shooting
563.0,Claude,Zero-Shot,Shooting006_x264,Shooting
564.0,Claude,Zero-Shot,Shooting007_x264,Shooting
565.0,Claude,Zero-Shot,Shooting008_x264,Shooting
566.0,Claude,Zero-Shot,Shooting009_x264,Shooting
567.0,Claude,Zero-Shot,Shooting010_x264,Shooting
568.0,Claude,Zero-Shot,Shooting011_x264,Shooting
569.0,Claude,Zero-Shot,Shooting012_x264,Shooting
570.0,Claude,Zero-Shot,Shooting013_x264,Shooting
571.0,Claude,Zero-Shot,Shooting014_x264,Shooting
572.0,Claude,Zero-Shot,Shooting015_x264,Shooting
573.0,Claude,Zero-Shot,Shooting017_x264,Shooting
574.0,Claude,Zero-Shot,Shooting018_x264,Shooting
575.0,Claude,Zero-Shot,Shooting019_x264,Shooting
576.0,Claude,Zero-Shot,Shooting020_x264,Shooting
577.0,Claude,Zero-Shot,Shooting021_x264,Shooting
578.0,Claude,Zero-Shot,Shooting022_x264,Shooting
579.0,Claude,Zero-Shot,Shooting023_x264,Shooting
580.0,Claude,Zero-Shot,Shooting024_x264,Shooting
581.0,Claude,Zero-Shot,Shooting025_x264,Shooting
582.0,Claude,Zero-Shot,Shooting026_x264,Shooting
583.0,Claude,Zero-Shot,Shooting027_x264,Shooting
584.0,Claude,Zero-Shot,Shooting028_x264,Shooting
585.0,Claude,Zero-Shot,Shooting029_x264,Shooting
586.0,Claude,Zero-Shot,Shooting030_x264,Shooting
587.0,Claude,Zero-Shot,Shooting031_x264,Shooting
588.0,Claude,Zero-Shot,Shooting032_x264,Shooting
589.0,Claude,Zero-Shot,Shooting033_x264,Shooting
590.0,Claude,Zero-Shot,Shooting034_x264,Shooting
591.0,Claude,Zero-Shot,Shooting036_x264,Shooting
592.0,Claude,Zero-Shot,Shooting037_x264,Shooting
593.0,Claude,Zero-Shot,Shooting038_x264,Shooting
594.0,Claude,Zero-Shot,Shooting039_x264,Shooting
595.0,Claude,Zero-Shot,Shooting040_x264,Shooting
596.0,Claude,Zero-Shot,Shooting041_x264,Shooting
597.0,Claude,Zero-Shot,Shooting042_x264,Shooting
598.0,Claude,Zero-Shot,Shooting043_x264,Shooting
599.0,Claude,Zero-Shot,Shooting044_x264,Shooting
600.0,Claude,Zero-Shot,Shooting046_x264,Shooting
601.0,Claude,Zero-Shot,Shooting047_x264,Shooting
602.0,Claude,Zero-Shot,Shooting048_x264,Shooting
603.0,Claude,Zero-Shot,Shooting050_x264,Shooting
604.0,Claude,Zero-Shot,Shooting051_x264,Shooting
605.0,Claude,Zero-Shot,Shooting052_x264,Shooting
606.0,Claude,Zero-Shot,Shooting053_x264,Shooting
607.0,Claude,Zero-Shot,Shooting054_x264,Shooting
608.0,Claude,Zero-Shot,Shoplifting001_x264,Shoplifting
609.0,Claude,Zero-Shot,Shoplifting003_x264,Shoplifting
610.0,Claude,Zero-Shot,Shoplifting004_x264,Shoplifting
611.0,Claude,Zero-Shot,Shoplifting005_x264,Shoplifting
612.0,Claude,Zero-Shot,Shoplifting006_x264,Shoplifting
613.0,Claude,Zero-Shot,Shoplifting007_x264,Shoplifting
614.0,Claude,Zero-Shot,Shoplifting008_x264,Shoplifting
615.0,Claude,Zero-Shot,Shoplifting009_x264,Shoplifting
616.0,Claude,Zero-Shot,Shoplifting010_x264,Shoplifting
617.0,Claude,Zero-Shot,Shoplifting012_x264,Shoplifting
618.0,Claude,Zero-Shot,Shoplifting013_x264,Shoplifting
619.0,Claude,Zero-Shot,Shoplifting014_x264,Shoplifting
620.0,Claude,Zero-Shot,Shoplifting015_x264,Shoplifting
621.0,Claude,Zero-Shot,Shoplifting016_x264,Shoplifting
622.0,Claude,Zero-Shot,Shoplifting017_x264,Shoplifting
623.0,Claude,Zero-Shot,Shoplifting018_x264,Shoplifting
624.0,Claude,Zero-Shot,Shoplifting019_x264,Shoplifting
625.0,Claude,Zero-Shot,Shoplifting020_x264,Shoplifting
626.0,Claude,Zero-Shot,Shoplifting021_x264,Shoplifting
627.0,Claude,Zero-Shot,Shoplifting022_x264,Shoplifting
628.0,Claude,Zero-Shot,Shoplifting024_x264,Shoplifting
629.0,Claude,Zero-Shot,Shoplifting025_x264,Shoplifting
630.0,Claude,Zero-Shot,Shoplifting026_x264,Shoplifting
631.0,Claude,Zero-Shot,Shoplifting027_x264,Shoplifting
632.0,Claude,Zero-Shot,Shoplifting028_x264,Shoplifting
633.0,Claude,Zero-Shot,Shoplifting029_x264,Shoplifting
634.0,Claude,Zero-Shot,Shoplifting030_x264,Shoplifting
635.0,Claude,Zero-Shot,Shoplifting031_x264,Shoplifting
636.0,Claude,Zero-Shot,Shoplifting032_x264,Shoplifting
637.0,Claude,Zero-Shot,Shoplifting033_x264,Shoplifting
638.0,Claude,Zero-Shot,Shoplifting034_x264,Shoplifting
639.0,Claude,Zero-Shot,Shoplifting036_x264,Shoplifting
640.0,Claude,Zero-Shot,Shoplifting037_x264,Shoplifting
641.0,Claude,Zero-Shot,Shoplifting038_x264,Shoplifting
642.0,Claude,Zero-Shot,Shoplifting039_x264,Shoplifting
643.0,Claude,Zero-Shot,Shoplifting040_x264,Shoplifting
644.0,Claude,Zero-Shot,Shoplifting041_x264,Shoplifting
645.0,Claude,Zero-Shot,Shoplifting042_x264,Shoplifting
646.0,Claude,Zero-Shot,Shoplifting043_x264,Shoplifting
647.0,Claude,Zero-Shot,Shoplifting044_x264,Shoplifting
648.0,Claude,Zero-Shot,Shoplifting045_x264,Shoplifting
649.0,Claude,Zero-Shot,Shoplifting047_x264,Shoplifting
650.0,Claude,Zero-Shot,Shoplifting048_x264,Shoplifting
651.0,Claude,Zero-Shot,Shoplifting049_x264,Shoplifting
652.0,Claude,Zero-Shot,Shoplifting050_x264,Shoplifting
653.0,Claude,Zero-Shot,Shoplifting051_x264,Shoplifting
654.0,Claude,Zero-Shot,Shoplifting052_x264,Shoplifting
655.0,Claude,Zero-Shot,Shoplifting053_x264,Shoplifting
656.0,Claude,Zero-Shot,Shoplifting054_x264,Shoplifting
657.0,Claude,Zero-Shot,Shoplifting055_x264,Shoplifting
658.0,Claude,Zero-Shot,Stealing002_x264,Stealing
659.0,Claude,Zero-Shot,Stealing003_x264,Stealing
660.0,Claude,Zero-Shot,Stealing004_x264,Stealing
661.0,Claude,Zero-Shot,Stealing006_x264,Stealing
662.0,Claude,Zero-Shot,Stealing007_x264,Stealing
663.0,Claude,Zero-Shot,Stealing008_x264,Stealing
664.0,Claude,Zero-Shot,Stealing009_x264,Stealing
665.0,Claude,Zero-Shot,Stealing010_x264,Stealing
666.0,Claude,Zero-Shot,Stealing011_x264,Stealing
667.0,Claude,Zero-Shot,Stealing012_x264,Stealing
668.0,Claude,Zero-Shot,Stealing013_x264,Stealing
669.0,Claude,Zero-Shot,Stealing014_x264,Stealing
670.0,Claude,Zero-Shot,Stealing015_x264,Stealing
671.0,Claude,Zero-Shot,Stealing016_x264,Stealing
672.0,Claude,Zero-Shot,Stealing017_x264,Stealing
673.0,Claude,Zero-Shot,Stealing018_x264,Stealing
674.0,Claude,Zero-Shot,Stealing019_x264,Stealing
675.0,Claude,Zero-Shot,Stealing020_x264,Stealing
676.0,Claude,Zero-Shot,Stealing021_x264,Stealing
677.0,Claude,Zero-Shot,Stealing022_x264,Stealing
678.0,Claude,Zero-Shot,Stealing023_x264,Stealing
679.0,Claude,Zero-Shot,Stealing024_x264,Stealing
680.0,Claude,Zero-Shot,Stealing025_x264,Stealing
681.0,Claude,Zero-Shot,Stealing026_x264,Stealing
682.0,Claude,Zero-Shot,Stealing027_x264,Stealing
683.0,Claude,Zero-Shot,Stealing028_x264,Stealing
684.0,Claude,Zero-Shot,Stealing029_x264,Stealing
685.0,Claude,Zero-Shot,Stealing030_x264,Stealing
686.0,Claude,Zero-Shot,Stealing031_x264,Stealing
687.0,Claude,Zero-Shot,Stealing032_x264,Stealing
688.0,Claude,Zero-Shot,Stealing035_x264,Stealing
689.0,Claude,Zero-Shot,Stealing036_x264,Stealing
690.0,Claude,Zero-Shot,Stealing037_x264,Stealing
691.0,Claude,Zero-Shot,Stealing042_x264,Stealing
692.0,Claude,Zero-Shot,Stealing043_x264,Stealing
693.0,Claude,Zero-Shot,Stealing044_x264,Stealing
694.0,Claude,Zero-Shot,Stealing045_x264,Stealing
695.0,Claude,Zero-Shot,Stealing046_x264,Stealing
696.0,Claude,Zero-Shot,Stealing047_x264,Stealing
697.0,Claude,Zero-Shot,Stealing048_x264,Stealing
698.0,Claude,Zero-Shot,Stealing049_x264,Stealing
699.0,Claude,Zero-Shot,Stealing050_x264,Stealing
700.0,Claude,Zero-Shot,Stealing051_x264,Stealing
701.0,Claude,Zero-Shot,Stealing052_x264,Stealing
702.0,Claude,Zero-Shot,Stealing053_x264,Stealing
703.0,Claude,Zero-Shot,Stealing054_x264,Stealing
704.0,Claude,Zero-Shot,Stealing055_x264,Stealing
705.0,Claude,Zero-Shot,Stealing057_x264,Stealing
706.0,Claude,Zero-Shot,Stealing058_x264,Stealing
707.0,Claude,Zero-Shot,Stealing059_x264,Stealing
708.0,Claude,Zero-Shot,Stealing060_x264,Stealing
709.0,Claude,Zero-Shot,Stealing061_x264,Stealing
710.0,Claude,Zero-Shot,Stealing062_x264,Stealing
711.0,Claude,Zero-Shot,Stealing063_x264,Stealing
712.0,Claude,Zero-Shot,Stealing065_x264,Stealing
713.0,Claude,Zero-Shot,Stealing066_x264,Stealing
714.0,Claude,Zero-Shot,Stealing067_x264,Stealing
715.0,Claude,Zero-Shot,Stealing068_x264,Stealing
716.0,Claude,Zero-Shot,Stealing069_x264,Stealing
717.0,Claude,Zero-Shot,Stealing070_x264,Stealing
718.0,Claude,Zero-Shot,Stealing071_x264,Stealing
719.0,Claude,Zero-Shot,Stealing072_x264,Stealing
720.0,Claude,Zero-Shot,Stealing073_x264,Stealing
721.0,Claude,Zero-Shot,Stealing074_x264,Stealing
722.0,Claude,Zero-Shot,Stealing075_x264,Stealing
723.0,Claude,Zero-Shot,Stealing077_x264,Stealing
724.0,Claude,Zero-Shot,Stealing078_x264,Stealing
725.0,Claude,Zero-Shot,Stealing079_x264,Stealing
726.0,Claude,Zero-Shot,Stealing080_x264,Stealing
727.0,Claude,Zero-Shot,Stealing081_x264,Stealing
728.0,Claude,Zero-Shot,Stealing082_x264,Stealing
729.0,Claude,Zero-Shot,Stealing083_x264,Stealing
730.0,Claude,Zero-Shot,Stealing084_x264,Stealing
731.0,Claude,Zero-Shot,Stealing086_x264,Stealing
732.0,Claude,Zero-Shot,Stealing087_x264,Stealing
733.0,Claude,Zero-Shot,Stealing088_x264,Stealing
734.0,Claude,Zero-Shot,Stealing089_x264,Stealing
735.0,Claude,Zero-Shot,Stealing091_x264,Stealing
736.0,Claude,Zero-Shot,Stealing092_x264,Stealing
737.0,Claude,Zero-Shot,Stealing093_x264,Stealing
738.0,Claude,Zero-Shot,Stealing094_x264,Stealing
739.0,Claude,Zero-Shot,Stealing095_x264,Stealing
740.0,Claude,Zero-Shot,Stealing096_x264,Stealing
741.0,Claude,Zero-Shot,Stealing097_x264,Stealing
742.0,Claude,Zero-Shot,Stealing098_x264,Stealing
743.0,Claude,Zero-Shot,Stealing100_x264,Stealing
744.0,Claude,Zero-Shot,Stealing101_x264,Stealing
745.0,Claude,Zero-Shot,Stealing102_x264,Stealing
746.0,Claude,Zero-Shot,Stealing103_x264,Stealing
747.0,Claude,Zero-Shot,Stealing104_x264,Stealing
748.0,Claude,Zero-Shot,Stealing105_x264,Stealing
749.0,Claude,Zero-Shot,Stealing106_x264,Stealing
750.0,Claude,Zero-Shot,Stealing107_x264,Stealing
751.0,Claude,Zero-Shot,Stealing108_x264,Stealing
752.0,Claude,Zero-Shot,Stealing109_x264,Stealing
753.0,Claude,Zero-Shot,Stealing110_x264,Stealing
754.0,Claude,Zero-Shot,Stealing111_x264,Stealing
755.0,Claude,Zero-Shot,Stealing112_x264,Stealing
756.0,Claude,Zero-Shot,Stealing113_x264,Stealing
757.0,Claude,Zero-Shot,Stealing114_x264,Stealing
758.0,Claude,Zero-Shot,Vandalism001_x264,Vandalism
759.0,Claude,Zero-Shot,Vandalism002_x264,Vandalism
760.0,Claude,Zero-Shot,Vandalism003_x264,Vandalism
761.0,Claude,Zero-Shot,Vandalism004_x264,Vandalism
762.0,Claude,Zero-Shot,Vandalism005_x264,Vandalism
763.0,Claude,Zero-Shot,Vandalism006_x264,Vandalism
764.0,Claude,Zero-Shot,Vandalism007_x264,Vandalism
765.0,Claude,Zero-Shot,Vandalism008_x264,Vandalism
766.0,Claude,Zero-Shot,Vandalism009_x264,Vandalism
767.0,Claude,Zero-Shot,Vandalism010_x264,Vandalism
768.0,Claude,Zero-Shot,Vandalism011_x264,Vandalism
769.0,Claude,Zero-Shot,Vandalism012_x264,Vandalism
770.0,Claude,Zero-Shot,Vandalism013_x264,Vandalism
771.0,Claude,Zero-Shot,Vandalism014_x264,Vandalism
772.0,Claude,Zero-Shot,Vandalism015_x264,Vandalism
773.0,Claude,Zero-Shot,Vandalism016_x264,Vandalism
774.0,Claude,Zero-Shot,Vandalism017_x264,Vandalism
775.0,Claude,Zero-Shot,Vandalism018_x264,Vandalism
776.0,Claude,Zero-Shot,Vandalism019_x264,Vandalism
777.0,Claude,Zero-Shot,Vandalism020_x264,Vandalism
778.0,Claude,Zero-Shot,Vandalism021_x264,Vandalism
779.0,Claude,Zero-Shot,Vandalism022_x264,Vandalism
780.0,Claude,Zero-Shot,Vandalism023_x264,Vandalism
781.0,Claude,Zero-Shot,Vandalism024_x264,Vandalism
782.0,Claude,Zero-Shot,Vandalism025_x264,Vandalism
783.0,Claude,Zero-Shot,Vandalism026_x264,Vandalism
784.0,Claude,Zero-Shot,Vandalism027_x264,Vandalism
785.0,Claude,Zero-Shot,Vandalism028_x264,Vandalism
786.0,Claude,Zero-Shot,Vandalism029_x264,Vandalism
787.0,Claude,Zero-Shot,Vandalism030_x264,Vandalism
788.0,Claude,Zero-Shot,Vandalism031_x264,Vandalism
789.0,Claude,Zero-Shot,Vandalism032_x264,Vandalism
790.0,Claude,Zero-Shot,Vandalism033_x264,Vandalism
791.0,Claude,Zero-Shot,Vandalism034_x264,Vandalism
792.0,Claude,Zero-Shot,Vandalism035_x264,Vandalism
793.0,Claude,Zero-Shot,Vandalism036_x264,Vandalism
794.0,Claude,Zero-Shot,Vandalism038_x264,Vandalism
795.0,Claude,Zero-Shot,Vandalism039_x264,Vandalism
796.0,Claude,Zero-Shot,Vandalism040_x264,Vandalism
797.0,Claude,Zero-Shot,Vandalism041_x264,Vandalism
798.0,Claude,Zero-Shot,Vandalism042_x264,Vandalism
799.0,Claude,Zero-Shot,Vandalism043_x264,Vandalism
800.0,Claude,Zero-Shot,Vandalism044_x264,Vandalism
801.0,Claude,Zero-Shot,Vandalism045_x264,Vandalism
802.0,Claude,Zero-Shot,Vandalism046_x264,Vandalism
803.0,Claude,Zero-Shot,Vandalism047_x264,Vandalism
804.0,Claude,Zero-Shot,Vandalism048_x264,Vandalism
805.0,Claude,Zero-Shot,Vandalism049_x264,Vandalism
806.0,Claude,Zero-Shot,Vandalism050_x264,Vandalism
807.0,Claude,Sequential,Abuse001_x264,Abuse
808.0,Claude,Sequential,Abuse002_x264,Abuse
809.0,Claude,Sequential,Abuse003_x264,Abuse
810.0,Claude,Sequential,Abuse005_x264,Abuse
811.0,Claude,Sequential,Abuse006_x264,Abuse
812.0,Claude,Sequential,Abuse007_x264,Abuse
813.0,Claude,Sequential,Abuse008_x264,Abuse
814.0,Claude,Sequential,Abuse009_x264,Abuse
815.0,Claude,Sequential,Abuse010_x264,Abuse
816.0,Claude,Sequential,Abuse011_x264,Abuse
817.0,Claude,Sequential,Abuse012_x264,Abuse
818.0,Claude,Sequential,Abuse013_x264,Abuse
819.0,Claude,Sequential,Abuse014_x264,Abuse
820.0,Claude,Sequential,Abuse015_x264,Abuse
821.0,Claude,Sequential,Abuse016_x264,Abuse
822.0,Claude,Sequential,Abuse017_x264,Abuse
823.0,Claude,Sequential,Abuse018_x264,Abuse
824.0,Claude,Sequential,Abuse019_x264,Abuse
825.0,Claude,Sequential,Abuse020_x264,Abuse
826.0,Claude,Sequential,Abuse021_x264,Abuse
827.0,Claude,Sequential,Abuse022_x264,Abuse
828.0,Claude,Sequential,Abuse023_x264,Abuse
829.0,Claude,Sequential,Abuse024_x264,Abuse
830.0,Claude,Sequential,Abuse025_x264,Abuse
831.0,Claude,Sequential,Abuse026_x264,Abuse
832.0,Claude,Sequential,Abuse027_x264,Abuse
833.0,Claude,Sequential,Abuse028_x264,Abuse
834.0,Claude,Sequential,Abuse029_x264,Abuse
835.0,Claude,Sequential,Abuse030_x264,Abuse
836.0,Claude,Sequential,Abuse031_x264,Abuse
837.0,Claude,Sequential,Abuse032_x264,Abuse
838.0,Claude,Sequential,Abuse033_x264,Abuse
839.0,Claude,Sequential,Abuse034_x264,Abuse
840.0,Claude,Sequential,Abuse035_x264,Abuse
841.0,Claude,Sequential,Abuse036_x264,Abuse
842.0,Claude,Sequential,Abuse037_x264,Abuse
843.0,Claude,Sequential,Abuse038_x264,Abuse
844.0,Claude,Sequential,Abuse039_x264,Abuse
845.0,Claude,Sequential,Abuse040_x264,Abuse
846.0,Claude,Sequential,Abuse041_x264,Abuse
847.0,Claude,Sequential,Abuse042_x264,Abuse
848.0,Claude,Sequential,Abuse043_x264,Abuse
849.0,Claude,Sequential,Abuse044_x264,Abuse
850.0,Claude,Sequential,Abuse045_x264,Abuse
851.0,Claude,Sequential,Abuse046_x264,Abuse
852.0,Claude,Sequential,Abuse047_x264,Abuse
853.0,Claude,Sequential,Abuse048_x264,Abuse
854.0,Claude,Sequential,Abuse049_x264,Abuse
855.0,Claude,Sequential,Abuse050_x264,Abuse
856.0,Claude,Sequential,Assault007_x264,Assault
857.0,Claude,Sequential,Assault012_x264,Assault
858.0,Claude,Sequential,Assault026_x264,Assault
859.0,Claude,Sequential,Assault033_x264,Assault
860.0,Claude,Sequential,Assault035_x264,Assault
861.0,Claude,Sequential,Assault036_x264,Assault
862.0,Claude,Sequential,Assault038_x264,Assault
863.0,Claude,Sequential,Assault039_x264,Assault
864.0,Claude,Sequential,Assault044_x264,Assault
865.0,Claude,Sequential,Assault049_x264,Assault
866.0,Claude,Sequential,Assault052_x264,Assault
867.0,Claude,Sequential,Burglary001_x264,Burglary
868.0,Claude,Sequential,Burglary002_x264,Burglary
869.0,Claude,Sequential,Burglary003_x264,Burglary
870.0,Claude,Sequential,Burglary004_x264,Burglary
871.0,Claude,Sequential,Burglary005_x264,Burglary
872.0,Claude,Sequential,Burglary006_x264,Burglary
873.0,Claude,Sequential,Burglary007_x264,Burglary
874.0,Claude,Sequential,Burglary008_x264,Burglary
875.0,Claude,Sequential,Burglary009_x264,Burglary
876.0,Claude,Sequential,Burglary010_x264,Burglary
877.0,Claude,Sequential,Burglary011_x264,Burglary
878.0,Claude,Sequential,Burglary012_x264,Burglary
879.0,Claude,Sequential,Burglary013_x264,Burglary
